objectid,location_name,location_address,address_line__2,city,state,zip_code,county,regionsize,matchscore,latitude,longitude,matchtype,location_type,accepts_snap,organization,cosponsor,type,zip,frequency,day,times,year_round_or_dates,description,eligibility_requirements,eligibility_requirement,nophotoidrequired,noregistrationrequired,restrictedaccessonlymembers,age_restrictions_for_children_or,age_restrictions_for_seniors_onl,incomemaximumforeligibility,deliveryavailable,preparedmeals,groceryitems,fresh_produce,languagesspokenotherthanengl,otherservicesprovideddiaper,otherservicesprovidedbabyf,otherservicesprovidedfinanc,otherservicesprovidedclothi,otherservicesprovided,metro,bus,store_type,frequency_visit,year_round,weekends,open_afterhrs,restrictions,access
224931,Taj Grocery,14404 Chantilly Crossing Ln,,Chantilly,VA,20151,FAIRFAX,40587316,60,38.888306,-77.453728,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
225876,Aldi 60,6129 Backlick Rd,,Springfield,VA,22150,FAIRFAX,2187.3203,100,38.783768,-77.185677,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
225942,Desi Bazar,6127 Backlick Rd,,Springfield,VA,22150,FAIRFAX,2187.3203,100,38.783787,-77.185677,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
227620,Southern Towers Farmers' Market,4901 Seminary Rd,,Alexandria,VA,22311,ALEXANDRIA,643.23938,100,38.832596,-77.115501,Exact,SNAP-retailer,1,,,Farmer's market,,,,,,,,,,,,,,,,,,1,,,,,,,,,Farmer's market,,,Unknown times,,,
231990,Aldi 71065 71065,4604 Kenmore Ave,,Alexandria,VA,22304,ALEXANDRIA,5237.6357,100,38.828964,-77.110497,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
234200,Whole Foods Market 10531,520 12th St S,Ste 100,Arlington,VA,22202,ARLINGTON,5834.0771,100,38.862621,-77.056976,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
234876,Aldi 71067 71067,425 E Monroe Ave,,Alexandria,VA,22301,ALEXANDRIA,2066.7112,100,38.820827,-77.053802,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
235206,Harris Teeter 413,4550 King Street,,Alexandria,VA,22203,ARLINGTON,3973846.5,60,38.875126,-77.119606,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
236490,Tenadam Market,3817C S George Mason Dr,,Falls Church,VA,22041,FAIRFAX,2795.4631,98.99408,38.841549,-77.11982,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
236767,World Foods Int,640 S Pickett St,,Alexandria,VA,22304,ALEXANDRIA,15001.623,100,38.804585,-77.131561,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
237140,Aldi 71182,6001 Kingstowne Village Pkwy,,Alexandria,VA,22315,FAIRFAX,2206.146,98.99408,38.766136,-77.13932,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
239290,Jsd International Llc,8480 Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,4487.0234,98.99408,38.728073,-77.110085,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
239499,Gateway International Market,8754 Richmond Hwy,,Alexandria,VA,22309,FAIRFAX,1641.521,98.99408,38.720566,-77.12529,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
240500,Wooden Bakery,303 Mill St NE,,Vienna,VA,22180,FAIRFAX,5778.7285,100,38.905056,-77.266388,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
240598,Assal Market,112 Glyndon St NE,,Vienna,VA,22180,FAIRFAX,1731.3375,93.633133,38.905178,-77.261742,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
240659,Target Store T3257,740 N Glebe Rd,,Arlington,VA,22203,ARLINGTON,3338.5278,100,38.879482,-77.113098,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
242381,Mena Market,6222 Rolling Rd,,Springfield,VA,22152,FAIRFAX,4518.0049,99.899406,38.782032,-77.23526,Relaxed,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
242439,Lidl 8031,9274 Old Keene Mill Rd,,Burke,VA,22015,FAIRFAX,12438.921,100,38.775955,-77.265549,Exact,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
242751,Wegmans Tyson'S Corner 115,1835 Capital One Drive South,,Tysons,VA,22102,FAIRFAX,27321404,60,38.955818,-77.234787,Relaxed;Soundex,SNAP-retailer,1,,,Supermarket/Grocery Store,,,,,,,,,,,,,,,,,,1,,,,,,,,,Supermarket/Grocery Store,,,Unknown times,,,
1,Afac Headquarters,2708 S. Nelson St,,,VA,,ARLINGTON,,,38.844166,-77.088821,,Charitable food-site,0,AFAC,,Food pantry,22206,Open Mon-Sat. Participants can visit once per week.,Unknown,"Mon - Fri 9:30 AM - 1 PM, Thurs 6-7PM, Sat 9-11 AM",Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from. Deliveries available to elderly, dis","Open to all Arlington residents. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS, APS social worker, or other social service agency to visit weekly.",0,0,0,0,0,0,0,1,0,1,1,Spanish,0,,0,0,0,,"ART 72, 75, 77; Metrobus 7, 22A,  23A",Misc,Weekly or more frequent,Open year-round,Yes,Open at or after 5:00 PM,Open to all,Open to all
2,Clarendon United Methodist Church,606 N. Irving St,,,VA,,ARLINGTON,,,38.88026,-77.096512,,Charitable food-site,0,AFAC,,Food pantry,22201,Weekly,Saturday,8:30 - 10:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.","Open to all Arlington residents. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS, APS social worker, or other social service agency to visit weekly.",0,0,0,0,0,0,0,0,0,1,1,Spanish,0,,0,0,0,"Clarendon, Virginia Square","ART 41, 42, 77; Metrobus 4B, 38B",Church/Mosque/Community Center,Weekly or more frequent,Open year-round,Yes,Open typical business hours,Open to all,Open to all
3,Claridge House Senior Apartments,1500 S Fern St,,,VA,,ARLINGTON,,,38.859676,-77.056206,,Charitable food-site,0,AFAC,,Food pantry,22202,Weekly,Monday,10:30 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Claridge House Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Aging & Disability Services (DHS) to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,,0,,0,0,0,"PentagonCity, Crystal City","ART 43, 87; Metrobus 10A, 23A",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
4,Hunters Park Senior Apartments (Ahc),2021 N. Nelson St,,,VA,,ARLINGTON,,,38.895271,-77.105171,,Charitable food-site,0,AFAC,,Food pantry,22207,Weekly,Tuesday,11 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Hunter's Park Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,Spanish,0,,0,0,0,,ART 55,Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
5,Woodland Hill Senior Apartments,610 S. Carlin Springs Rd.,,,VA,,ARLINGTON,,,38.860336,-77.128197,,Charitable food-site,0,AFAC,,Food pantry,22204,Weekly,Tuesday,12:30 - 2:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Woodland Hill Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Woodland Hill Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,Vietnamese,0,,0,0,0,,"ART 45, 75; Metrobus 4B 16G, 25B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
6,The Carlin Senior Apartments,4300 N Carlin Springs Rd,,,VA,,ARLINGTON,,,38.877556,-77.111931,,Charitable food-site,0,AFAC,,Food pantry,22203,Weekly,Thursday,11 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of The Carlin Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from The Carlin Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,,0,,0,0,0,Ballston,"ART 41, 42, 51, 52, 72, 75; Metrobus 1A, 2A, 4B, 10B, 22A, 25B, 38B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
7,Culpepper Gardens Senior Apartments,4435 N Pershing Dr,,,VA,,ARLINGTON,,,38.870239,-77.110382,,Charitable food-site,0,AFAC,,Food pantry,22203,Every other week,Friday,12:30 - 2 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to residents of Culpepper Gardens Senior Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Culpepper Gardens Resident Services Coordinator to visit weekly.,1,0,0,1,0,1,0,0,0,1,1,,0,,0,0,0,,"ART 41,72; Metrobus 4B, 10B, 22A, 23A",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
8,Arlington Mill Community Center (Cop),909 S Dinwiddie St,,,VA,,ARLINGTON,,,38.85667,-77.11264,,Charitable food-site,0,AFAC,,Food pantry,22204,Weekly,Monday,9:30 - 11:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.  Diapers provided at this location,",Open to all residents of the Arlington Mill and Barcroft neighborhoods. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS Community Outreach Program to visit this location weekly.,0,0,0,0,0,0,0,0,0,1,1,"Spanish, Arabic",1,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to all,Open to all
9,Columbia Hills & Columbia Grove Apartments (Apah),1010 S. Frederick St.,,,VA,,ARLINGTON,,,38.853779,-77.115067,,Charitable food-site,0,AFAC,,Food pantry,22204,Weekly,Tuesday,1:30 - 3:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to APAH residents who live at Columbia Hills or Columbia Grove properties. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from APAH to visit this location weekly.,1,0,0,1,0,0,0,1,0,1,1,Spanish,0,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A, 25B, 28A",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
10,The Apex Apartments (Ahc),2910 S. Glebe Rd,,,VA,,ARLINGTON,,,38.844696,-77.069435,,Charitable food-site,0,AFAC,,Food pantry,22206,Weekly,Wednesday,9 - 11 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to AHC residents who live at The Apex. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,Spanish,0,,0,0,0,,"ART 87; Metrobus 10A/B, 23A",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
11,Whitefield Csc (Wesley Housing),106 N. Thomas St.,,,VA,,ARLINGTON,,,38.871006,-77.104752,,Charitable food-site,0,AFAC,,Food pantry,22203,Weekly,Wednesday,10 AM - 12 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to Wesley Housing residents who live at Whitefield or Colonial Village apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from Wesley Housing to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41,72; Metrobus 4B, 10B, 22A",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
12,Woodbury Park & The Frederick Apartments (Ahc),2306 11th St N,,,VA,,ARLINGTON,,,38.884693,-77.087158,,Charitable food-site,0,AFAC,,Food pantry,22201,Weekly,Thursday,9:30 - 11:30 AM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to AHC residents who live at Woodbury Park & The Frederick apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from AHC to visit this location weekly.,1,0,0,1,0,0,0,0,0,1,1,Spanish,0,,0,0,0,"Clarendon, Courthouse","ART 41, 42, 45,77; Metrobus 4B, 38B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
13,Marbella Apartments (Apah),1301 N. Queen St,,,VA,,ARLINGTON,,,38.889278,-77.077286,,Charitable food-site,0,AFAC,,Food pantry,22209,Weekly,Thursday,1:30 - 3:30 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.","Open to APAH residents who live at Marbella, Courthouse Crossing, and Parc Rosslyn Apartments. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from APAH to visit this location weekly.",1,0,0,1,0,0,0,1,0,1,1,Spanish,0,,0,0,0,Courthouse,"ART 41, 45, 47; Metrobus 4B, 38B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
14,Gates Of Ballston Apartments (Ahc/Cop),4108 4th St N,,,VA,,ARLINGTON,,,38.875378,-77.107491,,Charitable food-site,0,AFAC,,Food pantry,22203,Weekly,Friday,11:30 AM - 2:00 PM,Year-round,"Supplemental groceries including protien, milk, eggs, fresh produce, and dry goods. Participants can visit this location once a week with a referral. Participants may only choose one AFAC location to pick up food from.",Open to all residents of the Buckingham. 1st time visitors must bring a photo ID and proof of address. Obtain a referral from DHS Community Outreach Program or AHC Resident Services to visit this location weekly.,1,0,0,0,0,0,0,0,0,1,1,Spanish,0,,0,0,0,,"ART 41, 42, 72, 75; Metrobus 1A, 4B, 10B, 22A, 23A, 25B",Apartments,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to residents,Another restriction
15,Community Church Of God,790 South Carlin Springs Road,,,VA,,ARLINGTON,,,38.857002,-77.125969,,Charitable food-site,0,Arlington Bridge Builders,,Food pantry,22204,3 times weekly. Participants can come once a week.,"Wed, Thurs, Sat",10 AM - 5 PM,Year-round,Visitors receive a box worth of pantry staples. Occasionally other items such as meat and vegetables are available. Families can come weekly as needed. Call or text the food pantry manager to set up an appointment or arrange for delivery if needed.,Open to all,0,1,0,0,0,0,0,1,0,1,0,Spanish,0,,1,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 25B, 28A",Church/Mosque/Community Center,Weekly or more frequent,Open year-round,Yes,Open typical business hours,Open to all,Open to all
16,Courthouse Parking Lot,1400 N. Courthouse Rd.,,,VA,,ARLINGTON,,,38.887344,-77.098839,,Charitable food-site,1,Arlington Courthouse Farmer's Market,FreshFarm,Discount grocery pick-up site,22201,Weekly,Saturday,9 AM - 12 PM (Jan - Mar)
8:30 - 12:30 (Apr - Dec),Year-round,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.","Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,Courthouse,"ART 41, 43, 45, 55, 77; Metrobus 4B, 38B",Misc,Weekly or more frequent,Open year-round,Yes,Open typical business hours,SNAP requirement,Requires having SNAP
17,Salvation Army Of Arlington,518 S. Glebe Rd,,,VA,,ARLINGTON,,,38.866905,-77.095543,,Charitable food-site,0,Arlington Salvation Army,,Food pantry,22204,Weekly. Participants can come once a month,Thursday,9:30-11:30 AM and 1:30-3:30 PM,Year-round,"Regular offerings include cereal, rice, beans, canned vegetables, pasta. Occasionally also have protein, eggs, and fresh produce. Registered clients can come once per month. Also provides diapers.","Bring photo ID on first visit, and fill out an application. Must live in Virginia. To receive diapers, bring an identification for the child (birth certificate, social security card, insurance card, etc.)",0,0,0,0,0,0,0,0,0,1,1,,1,,1,0,0,,"ART 41, 77; Metrobus 10B 23A/B/T",Misc,Less than weekly,Open year-round,No,Open typical business hours,Open to all,Open to all
18,Welburn Square,901 N Taylor St,,,VA,,ARLINGTON,,,38.875126,-77.119606,,Charitable food-site,1,Ballston Farmer's Market,FreshFarm,Discount grocery pick-up site,22203,Weekly,Thursday,3 - 7 PM,April 1 - Nov. 18,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.","Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,0,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41, 42, 51; Metrobus 1A, 2A, 10B, 22A, 23A/B/T, 25B, 38B",Misc,Weekly or more frequent,Not open year-round,No,Open at or after 5:00 PM,SNAP requirement,Requires having SNAP
19,Arlington Mill Community Center,909 S Dinwiddie St,,,VA,,ARLINGTON,,,38.85667,-77.11264,,Charitable food-site,0,Capital Area Food Bank,,Food pantry,22204,Monthly,3rd Saturday of the month, 9:00 AM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Less than weekly,Open year-round,Yes,Open typical business hours,Open to all,Open to all
20,Women'S Club Of Arlington,700 S Buchanan St,,,VA,,ARLINGTON,,,38.860413,-77.110497,,Charitable food-site,0,Capital Area Food Bank,Communities in Schools of Northern Virginia,Food pantry,22204,Monthly,2nd Thursday of the month,3 - 5 PM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,Spanish,0,,0,0,0,,"ART 41, 45, 75; Metrobus 16A/C/E/G/H, 22A",Misc,Less than weekly,Open year-round,No,Open typical business hours,Open to all,Open to all
21,Joint Base Myer-Henderson Hall Community Center,228 McNair Rd,,,VA,,ARLINGTON,,,38.879772,-77.080238,,Charitable food-site,0,Capital Area Food Bank,USO,Food pantry,22211,Monthly,3rd Thursday of the Month,"11:30 AM-1:30 PM
11:30 AM - 12:30 PM Active Duty
12:30 - 1:30 PM Retirees, veterans, and families",Year-round,Fresh produce and shelf stable pantry items,"Active Duty military, veterans and their families. Must show ID to get on post.",1,0,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 42, 47 (across Rt. 50)",Misc,Less than weekly,Open year-round,No,Open typical business hours,Veterans only or other restriction,Another restriction
22,Mt. Olive Baptist Church,1601 13th Rd. S,,,VA,,ARLINGTON,,,38.86256,-77.070778,,Charitable food-site,0,Capital Area Food Bank,,Food pantry,22204,Monthly,3rd Saturday of the month,10 AM - 2 PM,Year-round,"Fresh produce and shelf stable pantry items. First come, first served.",Open to all,0,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 42; Metrobus 16A/C/E/G/H,",Church/Mosque/Community Center,Less than weekly,Open year-round,Yes,Open typical business hours,Open to all,Open to all
23,Lockwood Elmwood House Apartments,600 N Madison St,,,VA,,ARLINGTON,,,38.869762,-77.141731,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22203,Monthly,3rd Tuesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,1,0,1,1,0,0,1,1,,0,,0,0,0,,"Metrobus 1A, 4B",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
24,Colonial Village West,2111 Key Blvd,,,VA,,ARLINGTON,,,38.893799,-77.084938,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22201,Monthly,3rd Wednesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,Courthouse,"ART 55, Metrobus 4B, 38B",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
25,Hunters Park Senior Apartments (Ahc),2021 N. Nelson St,,,VA,,ARLINGTON,,,38.895271,-77.105171,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22207,Monthly,3rd Wednesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,ART 55,Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
26,Harvey Hall Apartments,860 S Greenbrier St,,,VA,,ARLINGTON,,,38.855247,-77.118454,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22204,Monthly,4th Wednesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,"ART 41, 45; Metrobus 16A/C/E/G/H, 25B, 28A",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
27,The Shelton (Ahc),3215 24th St S,,,VA,,ARLINGTON,,,38.848637,-77.08419,,Charitable food-site,0,Senior Brown Bag Program by Capital Area Food Bank,,Food pantry,22206,Monthly,4th Wednesday of the month,Unknown,Year-round,"Senior Brown Bag Program - A 9-10 lb bag of dry goods (canned fruits/vegetables, grains, canned protein), a fresh produce item and a cold or frozen protein item (eggs, frozen meat or fish) when available.ÃÂ Distributes USDA commodities through the TEFAP pr",Open to senior residents of this apartment building that are income eligible.,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,"ART 75, 77, 84, 87; Metrobus 10B, 23A/B/T",Apartments,Less than weekly,Open year-round,No,Open typical business hours,Serving elders only,Open to children/elders only
28,Fillmore Shopping Center Parking Lot,2705 Columbia Pike,,,VA,,ARLINGTON,,,38.862965,-77.085815,,Charitable food-site,1,Columbia Pike Farmer's Market,CPRO,Discount grocery pick-up site,22204,Weekly,Sunday,8:30 - 11:30 AM,Year-round,The Columbia Pike Farmers Market partners with the INOVA Health Foundation to provide the SNAP Double Dollars Program. Shoppers using their Viriginia EBT card can receive up to $20 in matching funds for use at the market.,"Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,,"ART 41, 42, 45, 77; Metrobus 16A/C/E/G, 23A/B/T",Misc,Weekly or more frequent,Open year-round,Yes,Open typical business hours,SNAP requirement,Requires having SNAP
29,Arlington Community High School,800 S Walter Reed Dr,,,VA,,ARLINGTON,,,38.865772,-77.087799,,Charitable food-site,0,Communities in Schools NOVA,"Wakefield HS, Gunston MS, Arlington Community HS",Food pantry,22204,Monthly,Mondays,2 - 5 PM,Year-round,A bag of mostly shelf-stable food.,"Families of students at Wakefield HS, Gunston MS, or Arlington Community High School given preference.",1,0,0,0,1,0,0,0,0,1,0,Spanish,0,,0,0,0,,,School,Less than weekly,Open year-round,No,Open typical business hours,Serving children only,Open to children/elders only
30,Crystal City Courtyard Green,2011 Crystal Dr,,,VA,,ARLINGTON,,,38.856003,-77.049217,,Charitable food-site,1,Crystal City Farmer's Market,FreshFarm,Discount grocery pick-up site,22202,Weekly,Tuesday,3 - 7 PM,April 6 - Nov. 23,"All FRESHFARM markets accept SNAP/EBT, WIC and Senior FMNP checks. FRESH Match provides a dollar-for-dollar match on all federal benefits spent at market.","Farmer's markets are open to all to shop. FRESH match is only available for those using SNAP, P-EBT and Senior Farmer's Market Nutrition Program.",1,1,1,0,0,0,0,0,0,1,1,,0,,0,0,0,Crystal City,"ART 43; Metrobus 10A, 23A/B",Misc,Weekly or more frequent,Not open year-round,No,Open at or after 5:00 PM,SNAP requirement,Requires having SNAP
31,Dar Al-Hijrah Islamic Center,3159 Row St.,,,VA,,ARLINGTON,,,38.861992,-77.146835,,Charitable food-site,0,Dar Al-Hijrah Islamic Center,,Food pantry,22044,Weekly,Thursday,9 - 11 AM,Year-round,"Supplemental groceries usually including bread, produce, shelf-stable food items and halal meat.",Open to All,0,1,0,0,0,0,0,1,0,1,1,Arabic,0,,1,1,0,,"Metrobus 1A, 4B, 28A",Misc,Weekly or more frequent,Open year-round,No,Open typical business hours,Open to all,Open to all
